address,isHostedBySuperhost,name,numberOfGuests,pricing/rate/amountFormatted,primaryHost/badges/0,primaryHost/badges/1,primaryHost/firstName,primaryHost/memberSince,primaryHost/responseRate,primaryHost/smartName,roomType,url
"Karachi, Sindh, Pakistan",No,Luxurious room in Gulshan-e-Iqbal near Stadium,6.0,$68,11 Reviews,Identity verified,Parveen,Joined in October 2018,1.0,Parveen,Private room,https://www.airbnb.com/rooms/32868934
"Karachi, Sindh, Pakistan",No,Luxurious Rooms Available,2.0,$57,0 Reviews,Identity verified,Asim,Joined in June 2021,0.0,Asim,Private room,https://www.airbnb.com/rooms/50383419
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,luxurious Seperate Bed Room + Living+washroom 103.,2.0,$18,51 Reviews,Identity verified,Khurram,Joined in October 2021,0.98,Khurram,Private room,https://www.airbnb.com/rooms/54207393
"Karachi, Sindh, Pakistan",No,Luxurious Villa For Rent,11.0,$82,0 Reviews,Identity verified,Shakeel,Joined in October 2021,0.0,Shakeel,Entire place,https://www.airbnb.com/rooms/53620717
"Lahore, Punjab, Pakistan",No,LUXURY & CLASSY Appartment at BEHRIA TOWN LAHORE,3.0,$33,30 Reviews,Identity verified,Umair,Joined in August 2019,0.93,Umair,Entire place,https://www.airbnb.com/rooms/54004339
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Luxury & Spacious 1BHK apartment, King bed + WIFI",3.0,$48,15 Reviews,Identity verified,Tahir,Joined in December 2021,1.0,Tahir,Entire place,https://www.airbnb.com/rooms/54347939
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Luxury 1 Bed Apartment, Beautifully Renovated",4.0,$18,9 Reviews,Identity verified,Furqan,Joined in November 2021,0.8,Furqan,Entire place,https://www.airbnb.com/rooms/53511346
"Lahore, Punjab, Pakistan",No,"Luxury 1 Bed Room Apartment in Bahria Town, Lahore",3.0,$33,18 Reviews,Identity verified,Abdul,Joined in September 2021,0.84,Abdul,Entire place,https://www.airbnb.com/rooms/52388122
"Islamabad, Islamabad Capital Territory, Pakistan",No,Luxury 2 bed Appartment with balcony,4.0,$60,0 Reviews,Identity verified,Ahmad,Joined in April 2021,0.0,Ahmad,Entire place,https://www.airbnb.com/rooms/50066781
"Islamabad, Islamabad Capital Territory, Pakistan",No,Luxury 2 bed Soundproof apartment - Margalla view,4.0,$66,0 Reviews,Identity not verified,Muhammad umer,Joined in April 2021,1.0,Muhammad Umer,Private room,https://www.airbnb.com/rooms/53160436
"Islamabad, Islamabad Capital Territory, Pakistan",No,Luxury 2 Bedroom,5.0,$68,7 Reviews,Identity verified,Syed mujtaba,Joined in August 2021,0.0,Syed Mujtaba,Entire place,https://www.airbnb.com/rooms/53921502
"Lahore, Punjab, Pakistan",No,"Luxury 2 Bedroom Apartment in Bahria Town, Lahore",6.0,$57,18 Reviews,Identity verified,Abdul,Joined in September 2021,0.84,Abdul,Entire place,https://www.airbnb.com/rooms/52018646
"Karachi, Sindh, Pakistan",No,Luxury 2-bed/2-bath flat in the heart of Clifton,4.0,$57,5 Reviews,Identity not verified,Rehana,Joined in January 2022,0.5,Rehana,Entire place,https://www.airbnb.com/rooms/54321132
"Karachi, Sindh, Pakistan",No,Luxury Apartment 2-Bedroom and Lounge for 4 people,4.0,$45,0 Reviews,Identity verified,Abdullah,Joined in December 2017,1.0,Abdullah,Entire place,https://www.airbnb.com/rooms/43625729
"Lahore, Punjab, Pakistan",No,Luxury apartment in front of Eiffel Tower Monument,3.0,$45,15 Reviews,Identity verified,Asif,Joined in October 2019,0.5,Asif,Private room,https://www.airbnb.com/rooms/43690120
"Lahore, Punjab, Pakistan",No,Luxury Apartment in the heart of Bahria Town,2.0,$46,0 Reviews,Identity verified,Zeeshan,Joined in July 2020,0.0,Zeeshan,Entire place,https://www.airbnb.com/rooms/51230491
"Lahore, Punjab, Pakistan",No,Luxury Apartments Nishter Heights Bahria Town,4.0,$29,0 Reviews,Identity verified,Suleman,Joined in January 2021,0.0,Suleman,Private room,https://www.airbnb.com/rooms/47906877
"Islamabad, Islamabad Capital Territory, Pakistan",No,Luxury bedroom near Serena - Heart of Islamabad,4.0,$31,22 Reviews,Identity verified,Mahnoor,Joined in August 2019,0.0,Mahnoor,Private room,https://www.airbnb.com/rooms/39221799
"Lahore, Punjab, Pakistan",No,Luxury bedrooms in dha phase 4 peacefully place,4.0,$21,0 Reviews,Identity not verified,Ali,Joined in June 2020,0.0,Ali,Shared room,https://www.airbnb.com/rooms/43778756
"Lahore, Punjab, Pakistan",No,Luxury Class 1 Bedroom Apartments,4.0,$51,2 Reviews,Identity verified,Bilal,Joined in December 2020,1.0,Bilal,Entire place,https://www.airbnb.com/rooms/52064476
"Lahore, Punjab, Pakistan",No,Luxury Executive Room,1.0,$40,0 Reviews,Identity verified,Afshan,Joined in August 2020,0.0,Afshan,Private room,https://www.airbnb.com/rooms/44549770
"Lahore, Punjab, Pakistan",No,Luxury executive rooms near Airport and DHA -5,6.0,$46,0 Reviews,Identity not verified,Zeeshan,Joined in September 2018,0.0,Zeeshan,Private room,https://www.airbnb.com/rooms/33668135
"Rawalpindi, Punjab, Pakistan",No,luxury family apartment in Bahria Twn Phase 4,2.0,$19,34 Reviews,Identity verified,Syed shah,Joined in March 2020,1.0,Syed Shah,Entire place,https://www.airbnb.com/rooms/52997187
"Islamabad, Islamabad Capital Territory, Pakistan",No,Luxury family house in islamabad zaraj society,2.0,$57,0 Reviews,Identity verified,Johar,Joined in May 2021,0.0,Johar,Entire place,https://www.airbnb.com/rooms/49936751
"Rawalpindi, Punjab, Pakistan",No,Luxury Guest room,2.0,$40,9 Reviews,Identity verified,Mir aslam,Joined in February 2020,0.0,Mir Aslam,Private room,https://www.airbnb.com/rooms/53148090
"Lahore, Punjab, Pakistan",No,"Luxury Home - Johar Town, Lahore",4.0,$58,0 Reviews,Identity not verified,Masu,Joined in January 2021,0.0,Masu,Entire place,https://www.airbnb.com/rooms/47726423
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,LUXURY Hommy Bedroom.101,2.0,$22,51 Reviews,Identity verified,Khurram,Joined in October 2021,0.98,Khurram,Private room,https://www.airbnb.com/rooms/54117687
"Islamabad, Islamabad Capital Territory, Pakistan",No,Luxury Hood,4.0,$68,0 Reviews,Identity not verified,Hassan,Joined in June 2018,0.0,Hassan,Private room,https://www.airbnb.com/rooms/29097704
"Lahore, Punjab, Pakistan",No,Luxury Hotel at the Heart of Lahore,3.0,$46,0 Reviews,Identity not verified,Umer,Joined in March 2016,0.0,Umer,Private room,https://www.airbnb.com/rooms/40848909
"Lahore, Punjab, Pakistan",No,Luxury Hotel Shadman Gulberg,2.0,$38,1 Review,Identity verified,Umer,Joined in November 2020,0.14,Umer,Private room,https://www.airbnb.com/rooms/53984865
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Luxury inn. (Brand new apartment, sanitized)",5.0,$37,84 Reviews,Identity verified,Wali,Joined in July 2016,0.74,Wali,Entire place,https://www.airbnb.com/rooms/45924345
"Islamabad, Islamabad Capital Territory, Pakistan",No,Luxury room,2.0,$51,0 Reviews,Identity not verified,Haider,Joined in March 2020,0.0,Haider,Private room,https://www.airbnb.com/rooms/42811543
"Rawalpindi, Punjab, Pakistan",No,Luxury room for families only in Bahria,3.0,$78,0 Reviews,Identity verified,Shazia,Joined in October 2020,0.0,Shazia,Private room,https://www.airbnb.com/rooms/47144290
"Rawalpindi, Punjab, Pakistan",No,Luxury room for family in Bahria Town.,3.0,$78,0 Reviews,Identity verified,Shazia,Joined in October 2020,0.0,Shazia,Private room,https://www.airbnb.com/rooms/47143923
"Lahore, Punjab, Pakistan",No,Luxury room for private stay with privacy guarante,2.0,$34,0 Reviews,Identity verified,Muhammad,Joined in June 2021,1.0,Muhammad,Private room,https://www.airbnb.com/rooms/50297936
"Lahore, Punjab, Pakistan",No,Luxury rooms at cheap rates,3.0,$34,0 Reviews,Identity verified,Muhammad,Joined in December 2019,0.0,Muhammad,Private room,https://www.airbnb.com/rooms/42302627
"Lahore, Punjab, Pakistan",No,Luxury rooms available at cheap rates,2.0,$34,0 Reviews,Identity verified,Muhammad,Joined in December 2019,0.0,Muhammad,Private room,https://www.airbnb.com/rooms/41988208
"Rawalpindi, Punjab, Pakistan",No,Luxury rooms for families only in Bahria,3.0,$78,0 Reviews,Identity verified,Shazia,Joined in October 2020,0.0,Shazia,Private room,https://www.airbnb.com/rooms/47136639
"Lahore, Punjab, Pakistan",Yes,Luxury Rooms in Gulberg,2.0,$56,7 Reviews,Identity verified,Imran,Joined in January 2021,1.0,Imran,Private room,https://www.airbnb.com/rooms/47964065
"Lahore, Punjab, Pakistan",No,Luxury Rooms Model Town,16.0,$23,0 Reviews,Identity verified,Khizer,Joined in December 2021,0.25,Khizer,Private room,https://www.airbnb.com/rooms/53777861
"Lahore, Punjab, Pakistan",No,"Luxury Rooms Near Jail Road, Lahore",3.0,$51,0 Reviews,Identity verified,Mustafa,Joined in January 2020,0.0,Mustafa,Private room,https://www.airbnb.com/rooms/41951503
"Lahore, Punjab, Pakistan",No,Luxury Villa Near Airport,2.0,$56,3 Reviews,Identity not verified,Humaira,Joined in January 2020,0.0,Humaira,Private room,https://www.airbnb.com/rooms/41946621
"Rawalpindi, Punjab, Pakistan",No,"M & H's Royal Suite
(Free Wifi & Netflix)",4.0,$47,7 Reviews,Identity verified,Muneeb,Joined in November 2019,0.0,Muneeb,Entire place,https://www.airbnb.com/rooms/40859549
"Lahore, Punjab, Pakistan",Yes,Magnum,4.0,$40,166 Reviews,Identity verified,Raja,Joined in July 2017,1.0,Raja,Private room,https://www.airbnb.com/rooms/20053968
"Lahore, Punjab, Pakistan",No,Malik Hostel,2.0,$51,0 Reviews,Identity verified,Salman,Joined in February 2019,0.0,Salman,Private room,https://www.airbnb.com/rooms/47050590
"Lahore, Punjab, Pakistan",No,Mall road place. King size bed/Workspace,3.0,$22,79 Reviews,Identity verified,Usama,Joined in May 2018,0.97,Usama,Entire place,https://www.airbnb.com/rooms/45286492
"Islamabad, Islamabad Capital Territory, Pakistan",No,Margalla Hills Residency Islamabad,16.0,$40,2 Reviews,Identity verified,Sajzy,Joined in October 2019,0.0,Sajzy,Private room,https://www.airbnb.com/rooms/45270020
"Islamabad, Islamabad Capital Territory, Pakistan",No,Margalla view 2 bed faimly aprtment,4.0,$57,5 Reviews,Identity verified,Sangeen,Joined in February 2020,0.0,Sangeen,Entire place,https://www.airbnb.com/rooms/53489072
"Lahore, Punjab, Pakistan",No,Marriodd Hotel - Luxurious Stay,1.0,$18,0 Reviews,Identity verified,Tanveer,Joined in October 2019,1.0,Tanveer,Private room,https://www.airbnb.com/rooms/39623036
"Lahore, Punjab, Pakistan",No,Mashallah home,3.0,$57,1 Review,Identity not verified,Usama,Joined in December 2018,0.0,Usama,Private room,https://www.airbnb.com/rooms/30753840
"Karachi, Sindh, Pakistan",No,Mashwani Guest  House,2.0,$34,5 Reviews,Identity verified,Attiq,Joined in September 2018,0.0,Attiq,Private room,https://www.airbnb.com/rooms/28920827
"Karachi, Sindh, Pakistan",No,Mashwani Guest House Def,2.0,$34,0 Reviews,Identity not verified,Attiq,Joined in May 2019,0.0,Attiq,Private room,https://www.airbnb.com/rooms/34684016
"Karachi, Sindh, Pakistan",No,Master BR Modern-Art APT Near Seaview,2.0,$33,65 Reviews,Identity verified,Imad,Joined in October 2021,0.98,Imad,Private room,https://www.airbnb.com/rooms/53699856
"Islamabad, Islamabad Capital Territory, Pakistan",No,Meditate in hilly countryside by a river,6.0,$80,0 Reviews,Identity not verified,Munaisra,Joined in February 2018,0.5,Munaisra,Entire place,https://www.airbnb.com/rooms/54024747
"Karachi, Sindh, Pakistan",No,Mehreen Home Karachi,2.0,$57,0 Reviews,Identity not verified,Mehreen,Joined in March 2018,0.0,Mehreen,Private room,https://www.airbnb.com/rooms/23977350
"Lahore, Punjab, Pakistan",No,Mian House,4.0,$16,0 Reviews,Identity not verified,Khalid,Joined in November 2018,0.0,Khalid,Private room,https://www.airbnb.com/rooms/30215031
"Lahore, Punjab, Pakistan",No,"Mid of Lahore,Neat & clean portion.2ROOMS",4.0,$35,85 Reviews,Identity verified,Muhammad uzair,Joined in October 2019,0.96,Muhammad Uzair,Private room,https://www.airbnb.com/rooms/40706661
"Lahore, Punjab, Pakistan",No,Midway Residency,2.0,$57,0 Reviews,Identity verified,Midway,Joined in March 2021,0.0,Midway,Entire place,https://www.airbnb.com/rooms/50428949
"Lahore, Punjab, Pakistan",No,Mind Blowing 1-bedroom Unit With Lift Service,2.0,$57,0 Reviews,Identity not verified,Abdul,Joined in May 2017,0.0,Abdul,Entire place,https://www.airbnb.com/rooms/51527851
"Islamabad, Islamabad Capital Territory, Pakistan",No,Minhas's Place,6.0,$68,0 Reviews,Identity verified,Minhas,Joined in March 2017,1.0,Minhas,Private room,https://www.airbnb.com/rooms/17705435
"Islamabad, Islamabad Capital Territory, Pakistan",No,Mini Condo| ❤️ of ISB| Super Clean| ⚡Wifi,2.0,$40,162 Reviews,Identity verified,Junaid,Joined in September 2019,1.0,Junaid,Entire place,https://www.airbnb.com/rooms/46916047
"Lahore, Punjab, Pakistan",No,mini place,3.0,$42,0 Reviews,Identity verified,Umair,Joined in June 2018,0.0,Umair,Private room,https://www.airbnb.com/rooms/26443437
"Lahore, Punjab, Pakistan",No,Minimalist Theme Bedroom in DHA,2.0,$22,46 Reviews,Identity verified,Sadya,Joined in May 2021,1.0,Sadya,Entire place,https://www.airbnb.com/rooms/49617262
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Minimalistic Theme 1BHK Netflix-Wifi-Heated-401,3.0,$40,709 Reviews,Identity verified,Saami,Joined in April 2016,1.0,Saami,Entire place,https://www.airbnb.com/rooms/44144269
"Lahore, Punjab, Pakistan",No,Miracle's Luxury Room,2.0,$22,0 Reviews,Identity verified,Muhammad hanan,Joined in August 2020,0.0,Muhammad Hanan,Private room,https://www.airbnb.com/rooms/44544881
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Modern & Totally equipped 1BHK Apartment, Kingbed",3.0,$44,75 Reviews,Identity verified,Shehroze,Joined in October 2021,1.0,Shehroze,Entire place,https://www.airbnb.com/rooms/53776212
"Lahore, Punjab, Pakistan",No,Modern Apartment Near Eiffel Tower Replica,2.0,$35,0 Reviews,Identity verified,Muhammad,Joined in March 2021,0.0,Muhammad,Entire place,https://www.airbnb.com/rooms/48948964
"Rawalpindi, Punjab, Pakistan",No,Modern Ultra luxury spacious 1BR Apartment,3.0,$42,8 Reviews,Identity verified,Saleh,Joined in August 2020,1.0,Saleh,Entire place,https://www.airbnb.com/rooms/52448443
"Karachi, Sindh, Pakistan",No,Moonlight GuestHouse,16.0,$57,0 Reviews,Identity verified,Abdul,Joined in July 2019,0.0,Abdul,Private room,https://www.airbnb.com/rooms/36441618
"Rawalpindi, Punjab, Pakistan",Yes,Most Stylish 2 Bed appt at Bahria Town Islamabad.,6.0,$74,67 Reviews,Identity verified,Sohail,Joined in February 2018,1.0,Sohail,Entire place,https://www.airbnb.com/rooms/53811320
"Karachi, Sindh, Pakistan",No,MOTEL GUEST HOUSE,16.0,$40,0 Reviews,Identity not verified,Usama,Joined in November 2019,0.0,Usama,Private room,https://www.airbnb.com/rooms/41006441
"Karachi, Sindh, Pakistan",No,Mustafa Mahmud Qureshi,2.0,$16,0 Reviews,Identity not verified,Mustafa,Joined in April 2021,0.0,Mustafa,Private room,https://www.airbnb.com/rooms/49183009
"Islamabad, Islamabad Capital Territory, Pakistan",No,My Heaven GH ٹرپل تھری پنچ ایک چار نونونونو,12.0,$34,6 Reviews,Identity verified,Daud,Joined in October 2018,1.0,Daud,Private room,https://www.airbnb.com/rooms/29959556
"Lahore, Punjab, Pakistan",No,My house 2nd floor is so reasonable and peaceful,4.0,$15,0 Reviews,Identity not verified,Fahad,Joined in January 2019,0.0,Fahad,Private room,https://www.airbnb.com/rooms/31812386
"Lahore, Punjab, Pakistan",No,My little piece of heaven,4.0,$33,0 Reviews,Identity not verified,Sam,Joined in May 2019,0.0,Sam,Entire place,https://www.airbnb.com/rooms/35017534
"Karachi, Sindh, Pakistan",No,My palace,4.0,$68,0 Reviews,Identity not verified,Khaleel,Joined in January 2018,0.0,Khaleel,Private room,https://www.airbnb.com/rooms/22818404
"Lahore, Punjab, Pakistan",No,Nambel accommodations,4.0,$39,0 Reviews,Identity not verified,Sajjad,Joined in November 2021,0.0,Sajjad,Private room,https://www.airbnb.com/rooms/53415859
"Karachi, Sindh, Pakistan",Yes,Nauman's BnB 302,2.0,$40,88 Reviews,Identity verified,Nauman,Joined in April 2019,1.0,Nauman,Private room,https://www.airbnb.com/rooms/38503975
"Karachi, Sindh, Pakistan",Yes,Nauman's BnB 303,2.0,$37,88 Reviews,Identity verified,Nauman,Joined in April 2019,1.0,Nauman,Private room,https://www.airbnb.com/rooms/38500041
"Karachi, Sindh, Pakistan",Yes,nauman's bnb 304,2.0,$40,88 Reviews,Identity verified,Nauman,Joined in April 2019,1.0,Nauman,Private room,https://www.airbnb.com/rooms/40333062
"Karachi, Sindh, Pakistan",Yes,naumans bnb 301,3.0,$40,88 Reviews,Identity verified,Nauman,Joined in April 2019,1.0,Nauman,Private room,https://www.airbnb.com/rooms/39995441
"Lahore, Punjab, Pakistan",No,Near Airport Fortress canal and many more.,2.0,$32,0 Reviews,Identity not verified,Muhammad,Joined in July 2019,0.0,Muhammad,Private room,https://www.airbnb.com/rooms/37088961
"Karachi, Sindh, Pakistan",No,Near airport just 5 minutes away house for rent,4.0,$57,0 Reviews,Identity not verified,Hassan,Joined in October 2019,0.0,Hassan,Entire place,https://www.airbnb.com/rooms/39718424
"Lahore, Punjab, Pakistan",No,Near airport private furnished room,3.0,$16,0 Reviews,Identity verified,Shahzad,Joined in April 2021,0.0,Shahzad,Private room,https://www.airbnb.com/rooms/49455681
"Lahore, Punjab, Pakistan",No,Near by evercare and shaukat khanam hospital,3.0,$18,0 Reviews,Identity not verified,Mussadiq,Joined in October 2019,0.0,Mussadiq,Private room,https://www.airbnb.com/rooms/39690468
"Lahore, Punjab, Pakistan",No,"Near Expo Center,UCP,Shaukat Khanam & Wapda Town",3.0,$51,15 Reviews,Identity verified,Muhammad,Joined in August 2019,0.0,Muhammad,Private room,https://www.airbnb.com/rooms/37512623
"Lahore, Punjab, Pakistan",No,"Near expo centre,Emporium Mall, canal road Lahore",4.0,$23,0 Reviews,Identity not verified,Salman,Joined in July 2019,0.0,Salman,Private room,https://www.airbnb.com/rooms/37179839
"Lahore, Punjab, Pakistan",No,"Near shoukat khanam Hospital and UCP,ring road",4.0,$26,1 Review,Identity not verified,Naeem,Joined in November 2019,0.0,Naeem,Private room,https://www.airbnb.com/rooms/40904153
"Lahore, Punjab, Pakistan",No,Neat and Clean Home near Airport and City Centre.,4.0,$17,0 Reviews,Identity verified,Muhammad ayyaz anwar,Joined in November 2019,0.0,Muhammad Ayyaz Anwar,Private room,https://www.airbnb.com/rooms/39803869
"Lahore, Punjab, Pakistan",No,Neat and clean Newly build complete floor for you.,2.0,$23,0 Reviews,Identity not verified,Muhammad aftab,Joined in October 2019,0.0,Muhammad Aftab,Private room,https://www.airbnb.com/rooms/43293933
"Lahore, Punjab, Pakistan",No,"Neat and clean place,  peaceful area , safe secure",4.0,$34,0 Reviews,Identity not verified,Faisal,Joined in April 2021,0.0,Faisal,Private room,https://www.airbnb.com/rooms/49333562
